sent_index	word_index	word	region	plausibility	comma	length
12	6	errands	NP2	implausible	comma	long
12	7	that	Ext	implausible	comma	long
12	8	I	Ext	implausible	comma	long
12	9	set	Ext	implausible	comma	long
12	10	remained	VP2	implausible	comma	long
12	11	at	Rest	implausible	comma	long
12	12	the	Rest	implausible	comma	long
12	13	end	Rest	implausible	comma	long
12	14	of	Rest	implausible	comma	long
12	15	the	Rest	implausible	comma	long
12	16	list.	Rest	implausible	comma	long
12	17	<eos>	End	implausible	comma	long
13	0	Whilst	Start	plausible	nocomma	long
13	1	the	the1	plausible	nocomma	long
13	2	janitor	NP1	plausible	nocomma	long
13	3	polished	VP1	plausible	nocomma	long
13	4	the	the2	plausible	nocomma	long
13	5	floor	NP2	plausible	nocomma	long
13	6	of	Ext	plausible	nocomma	long
13	7	the	Ext	plausible	nocomma	long
13	8	hall	Ext	plausible	nocomma	long
13	9	shone	VP2	plausible	nocomma	long
13	10	rather	Rest	plausible	nocomma	long
13	11	brightly.	Rest	plausible	nocomma	long
13	12	<eos>	End	plausible	nocomma	long
13	0	Whilst	Start	implausible	nocomma	long
13	1	the	the1	implausible	nocomma	long
13	2	janitor	NP1	implausible	nocomma	long
13	3	followed	VP1	implausible	nocomma	long
13	4	the	the2	implausible	nocomma	long
13	5	floor	NP2	implausible	nocomma	long
13	6	of	Ext	implausible	nocomma	long
13	7	the	Ext	implausible	nocomma	long
13	8	hall	Ext	implausible	nocomma	long
13	9	shone	VP2	implausible	nocomma	long
13	10	rather	Rest	implausible	nocomma	long
13	11	brightly.	Rest	implausible	nocomma	long
13	12	<eos>	End	implausible	nocomma	long
13	0	Whilst	Start	plausible	comma	long
13	1	the	the1	plausible	comma	long
13	2	janitor	NP1	plausible	comma	long
13	3	polished,	VP1	plausible	comma	long
13	4	the	the2	plausible	comma	long
13	5	floor	NP2	plausible	comma	long
13	6	of	Ext	plausible	comma	long
13	7	the	Ext	plausible	comma	long
13	8	hall	Ext	plausible	comma	long
13	9	shone	VP2	plausible	comma	long
13	10	rather	Rest	plausible	comma	long
13	11	brightly.	Rest	plausible	comma	long
13	12	<eos>	End	plausible	comma	long
13	0	Whilst	Start	implausible	comma	long
13	1	the	the1	implausible	comma	long
13	2	janitor	NP1	implausible	comma	long
13	3	followed,	VP1	implausible	comma	long
13	4	the	the2	implausible	comma	long
13	5	floor	NP2	implausible	comma	long
13	6	of	Ext	implausible	comma	long
13	7	the	Ext	implausible	comma	long
13	8	hall	Ext	implausible	comma	long
13	9	shone	VP2	implausible	comma	long
13	10	rather	Rest	implausible	comma	long
13	11	brightly.	Rest	implausible	comma	long
13	12	<eos>	End	implausible	comma	long
14	0	As	Start	plausible	nocomma	long
14	1	the	the1	plausible	nocomma	long
14	2	janitor	NP1	plausible	nocomma	long
14	3	followed	VP1	plausible	nocomma	long
14	4	the	the2	plausible	nocomma	long
14	5	professors	NP2	plausible	nocomma	long
14	6	of	Ext	plausible	nocomma	long
14	7	maths	Ext	plausible	nocomma	long
14	8	talked	VP2	plausible	nocomma	long
14	9	about	Rest	plausible	nocomma	long
14	10	the	Rest	plausible	nocomma	long
14	11	first	Rest	plausible	nocomma	long
14	12	year	Rest	plausible	nocomma	long
14	13	exam.	Rest	plausible	nocomma	long
14	14	<eos>	End	plausible	nocomma	long
14	0	As	Start	implausible	nocomma	long
14	1	the	the1	implausible	nocomma	long
14	2	janitor	NP1	implausible	nocomma	long
14	3	polished	VP1	implausible	nocomma	long
14	4	the	the2	implausible	nocomma	long
14	5	professors	NP2	implausible	nocomma	long
14	6	of	Ext	implausible	nocomma	long
14	7	maths	Ext	implausible	nocomma	long
14	8	talked	VP2	implausible	nocomma	long
14	9	about	Rest	implausible	nocomma	long
14	10	the	Rest	implausible	nocomma	long
14	11	first	Rest	implausible	nocomma	long
14	12	year	Rest	implausible	nocomma	long
14	13	exam.	Rest	implausible	nocomma	long
14	14	<eos>	End	implausible	nocomma	long
14	0	As	Start	plausible	comma	long
14	1	the	the1	plausible	comma	long
14	2	janitor	NP1	plausible	comma	long
14	3	followed,	VP1	plausible	comma	long
14	4	the	the2	plausible	comma	long
14	5	professors	NP2	plausible	comma	long
14	6	of	Ext	plausible	comma	long
14	7	maths	Ext	plausible	comma	long
14	8	talked	VP2	plausible	comma	long
14	9	about	Rest	plausible	comma	long
14	10	the	Rest	plausible	comma	long
14	11	first	Rest	plausible	comma	long
14	12	year	Rest	plausible	comma	long
14	13	exam.	Rest	plausible	comma	long
14	14	<eos>	End	plausible	comma	long
14	0	As	Start	implausible	comma	long
14	1	the	the1	implausible	comma	long
14	2	janitor	NP1	implausible	comma	long
14	3	polished,	VP1	implausible	comma	long
14	4	the	the2	implausible	comma	long
14	5	professors	NP2	implausible	comma	long
14	6	of	Ext	implausible	comma	long
14	7	maths	Ext	implausible	comma	long
14	8	talked	VP2	implausible	comma	long
14	9	about	Rest	implausible	comma	long
14	10	the	Rest	implausible	comma	long
14	11	first	Rest	implausible	comma	long
14	12	year	Rest	implausible	comma	long
14	13	exam.	Rest	implausible	comma	long
14	14	<eos>	End	implausible	comma	long
15	0	As	Start	plausible	nocomma	long
15	1	the	the1	plausible	nocomma	long
15	2	cowboys	NP1	plausible	nocomma	long
15	3	roped	VP1	plausible	nocomma	long
15	4	the	the2	plausible	nocomma	long
15	5	horses	NP2	plausible	nocomma	long
15	6	that	Ext	plausible	nocomma	long
15	7	had	Ext	plausible	nocomma	long
15	8	escaped	Ext	plausible	nocomma	long
15	9	charged	VP2	plausible	nocomma	long
15	10	across	Rest	plausible	nocomma	long
15	11	the	Rest	plausible	nocomma	long
15	12	ranch.	Rest	plausible	nocomma	long
15	13	<eos>	End	plausible	nocomma	long
15	0	As	Start	implausible	nocomma	long
15	1	the	the1	implausible	nocomma	long
15	2	cowboys	NP1	implausible	nocomma	long
15	3	drank	VP1	implausible	nocomma	long
15	4	the	the2	implausible	nocomma	long
15	5	horses	NP2	implausible	nocomma	long
15	6	that	Ext	implausible	nocomma	long
15	7	had	Ext	implausible	nocomma	long
15	8	escaped	Ext	implausible	nocomma	long
15	9	charged	VP2	implausible	nocomma	long
15	10	across	Rest	implausible	nocomma	long
15	11	the	Rest	implausible	nocomma	long
15	12	ranch.	Rest	implausible	nocomma	long
15	13	<eos>	End	implausible	nocomma	long
15	0	As	Start	plausible	comma	long
15	1	the	the1	plausible	comma	long
15	2	cowboys	NP1	plausible	comma	long
15	3	roped,	VP1	plausible	comma	long
15	4	the	the2	plausible	comma	long
15	5	horses	NP2	plausible	comma	long
15	6	that	Ext	plausible	comma	long
15	7	had	Ext	plausible	comma	long
15	8	escaped	Ext	plausible	comma	long
15	9	charged	VP2	plausible	comma	long
15	10	across	Rest	plausible	comma	long
15	11	the	Rest	plausible	comma	long
15	12	ranch.	Rest	plausible	comma	long
15	13	<eos>	End	plausible	comma	long
15	0	As	Start	implausible	comma	long
15	1	the	the1	implausible	comma	long
15	2	cowboys	NP1	implausible	comma	long
15	3	drank,	VP1	implausible	comma	long
15	4	the	the2	implausible	comma	long
15	5	horses	NP2	implausible	comma	long
15	6	that	Ext	implausible	comma	long
15	7	had	Ext	implausible	comma	long
15	8	escaped	Ext	implausible	comma	long
15	9	charged	VP2	implausible	comma	long
15	10	across	Rest	implausible	comma	long
15	11	the	Rest	implausible	comma	long
15	12	ranch.	Rest	implausible	comma	long
15	13	<eos>	End	implausible	comma	long
16	0	As	Start	plausible	nocomma	long
16	1	the	the1	plausible	nocomma	long
16	2	cowboys	NP1	plausible	nocomma	long
16	3	drank	VP1	plausible	nocomma	long
16	4	the	the2	plausible	nocomma	long
16	5	whiskey	NP2	plausible	nocomma	long
16	6	that	Ext	plausible	nocomma	long
16	7	tasted	Ext	plausible	nocomma	long
16	8	bad	Ext	plausible	nocomma	long
16	9	disgusted	VP2	plausible	nocomma	long
16	10	the	Rest	plausible	nocomma	long
16	11	saloon	Rest	plausible	nocomma	long
16	12	owner.	Rest	plausible	nocomma	long
16	13	<eos>	End	plausible	nocomma	long
16	0	As	Start	implausible	nocomma	long
16	1	the	the1	implausible	nocomma	long
16	2	cowboys	NP1	implausible	nocomma	long
16	3	roped	VP1	implausible	nocomma	long
16	4	the	the2	implausible	nocomma	long
16	5	whiskey	NP2	implausible	nocomma	long
16	6	that	Ext	implausible	nocomma	long
16	7	tasted	Ext	implausible	nocomma	long
16	8	bad	Ext	implausible	nocomma	long
16	9	disgusted	VP2	implausible	nocomma	long
16	10	the	Rest	implausible	nocomma	long
16	11	saloon	Rest	implausible	nocomma	long
16	12	owner.	Rest	implausible	nocomma	long
16	13	<eos>	End	implausible	nocomma	long
16	0	As	Start	plausible	comma	long
16	1	the	the1	plausible	comma	long
16	2	cowboys	NP1	plausible	comma	long
16	3	drank,	VP1	plausible	comma	long
16	4	the	the2	plausible	comma	long
16	5	whiskey	NP2	plausible	comma	long
16	6	that	Ext	plausible	comma	long
16	7	tasted	Ext	plausible	comma	long
16	8	bad	Ext	plausible	comma	long
16	9	disgusted	VP2	plausible	comma	long
16	10	the	Rest	plausible	comma	long
16	11	saloon	Rest	plausible	comma	long
16	12	owner.	Rest	plausible	comma	long
16	13	<eos>	End	plausible	comma	long
16	0	As	Start	implausible	comma	long
16	1	the	the1	implausible	comma	long
16	2	cowboys	NP1	implausible	comma	long
16	3	roped,	VP1	implausible	comma	long
16	4	the	the2	implausible	comma	long
16	5	whiskey	NP2	implausible	comma	long
16	6	that	Ext	implausible	comma	long
16	7	tasted	Ext	implausible	comma	long
16	8	bad	Ext	implausible	comma	long
16	9	disgusted	VP2	implausible	comma	long
16	10	the	Rest	implausible	comma	long
16	11	saloon	Rest	implausible	comma	long
16	12	owner.	Rest	implausible	comma	long
16	13	<eos>	End	implausible	comma	long
17	0	As	Start	plausible	nocomma	long
17	1	the	the1	plausible	nocomma	long
17	2	scientist	NP1	plausible	nocomma	long
17	3	was	VP1	plausible	nocomma	long
17	4	inventing	VP1	plausible	nocomma	long
17	5	the	the2	plausible	nocomma	long
17	6	light	NP2	plausible	nocomma	long
17	7	that	Ext	plausible	nocomma	long
17	8	worked	Ext	plausible	nocomma	long
17	9	created	VP2	plausible	nocomma	long
17	10	an	Rest	plausible	nocomma	long
17	11	enormous	Rest	plausible	nocomma	long
17	12	demand.	Rest	plausible	nocomma	long
17	13	<eos>	End	plausible	nocomma	long
17	0	As	Start	implausible	nocomma	long
17	1	the	the1	implausible	nocomma	long
17	2	scientist	NP1	implausible	nocomma	long
17	3	was	VP1	implausible	nocomma	long
17	4	teaching	VP1	implausible	nocomma	long
17	5	the	the2	implausible	nocomma	long
17	6	light	NP2	implausible	nocomma	long
17	7	that	Ext	implausible	nocomma	long
17	8	worked	Ext	implausible	nocomma	long
17	9	created	VP2	implausible	nocomma	long
17	10	an	Rest	implausible	nocomma	long
17	11	enormous	Rest	implausible	nocomma	long
17	12	demand.	Rest	implausible	nocomma	long
17	13	<eos>	End	implausible	nocomma	long
17	0	As	Start	plausible	comma	long
17	1	the	the1	plausible	comma	long
17	2	scientist	NP1	plausible	comma	long
17	3	was	VP1	plausible	comma	long
17	4	inventing,	VP1	plausible	comma	long
17	5	the	the2	plausible	comma	long
17	6	light	NP2	plausible	comma	long
17	7	that	Ext	plausible	comma	long
17	8	worked	Ext	plausible	comma	long
17	9	created	VP2	plausible	comma	long
17	10	an	Rest	plausible	comma	long
17	11	enormous	Rest	plausible	comma	long
17	12	demand.	Rest	plausible	comma	long
17	13	<eos>	End	plausible	comma	long
17	0	As	Start	implausible	comma	long
17	1	the	the1	implausible	comma	long
17	2	scientist	NP1	implausible	comma	long
17	3	was	VP1	implausible	comma	long
17	4	teaching,	VP1	implausible	comma	long
17	5	the	the2	implausible	comma	long
17	6	light	NP2	implausible	comma	long
17	7	that	Ext	implausible	comma	long
17	8	worked	Ext	implausible	comma	long
17	9	created	VP2	implausible	comma	long
17	10	an	Rest	implausible	comma	long
17	11	enormous	Rest	implausible	comma	long
17	12	demand.	Rest	implausible	comma	long
17	13	<eos>	End	implausible	comma	long
18	0	When	Start	plausible	nocomma	long
18	1	the	the1	plausible	nocomma	long
18	2	scientist	NP1	plausible	nocomma	long
18	3	was	VP1	plausible	nocomma	long
18	4	teaching	VP1	plausible	nocomma	long
18	5	the	the2	plausible	nocomma	long
18	6	student	NP2	plausible	nocomma	long
18	7	of	Ext	plausible	nocomma	long
18	8	botany	Ext	plausible	nocomma	long
18	9	took	VP2	plausible	nocomma	long
18	10	the	Rest	plausible	nocomma	long
18	11	books	Rest	plausible	nocomma	long
18	12	away.	Rest	plausible	nocomma	long
18	13	<eos>	End	plausible	nocomma	long
18	0	When	Start	implausible	nocomma	long
18	1	the	the1	implausible	nocomma	long
18	2	scientist	NP1	implausible	nocomma	long
18	3	was	VP1	implausible	nocomma	long
18	4	inventing	VP1	implausible	nocomma	long
18	5	the	the2	implausible	nocomma	long
18	6	student	NP2	implausible	nocomma	long
18	7	of	Ext	implausible	nocomma	long
18	8	botany	Ext	implausible	nocomma	long
18	9	took	VP2	implausible	nocomma	long
18	10	the	Rest	implausible	nocomma	long
18	11	books	Rest	implausible	nocomma	long
18	12	away.	Rest	implausible	nocomma	long
18	13	<eos>	End	implausible	nocomma	long
18	0	When	Start	plausible	comma	long
18	1	the	the1	plausible	comma	long
18	2	scientist	NP1	plausible	comma	long
18	3	was	VP1	plausible	comma	long
18	4	teaching,	VP1	plausible	comma	long
18	5	the	the2	plausible	comma	long
18	6	student	NP2	plausible	comma	long
18	7	of	Ext	plausible	comma	long
18	8	botany	Ext	plausible	comma	long
18	9	took	VP2	plausible	comma	long
18	10	the	Rest	plausible	comma	long
18	11	books	Rest	plausible	comma	long
18	12	away.	Rest	plausible	comma	long
18	13	<eos>	End	plausible	comma	long
18	0	When	Start	implausible	comma	long
18	1	the	the1	implausible	comma	long
18	2	scientist	NP1	implausible	comma	long
18	3	was	VP1	implausible	comma	long
18	4	inventing,	VP1	implausible	comma	long
18	5	the	the2	implausible	comma	long
18	6	student	NP2	implausible	comma	long
18	7	of	Ext	implausible	comma	long
18	8	botany	Ext	implausible	comma	long
18	9	took	VP2	implausible	comma	long
18	10	the	Rest	implausible	comma	long
18	11	books	Rest	implausible	comma	long
18	12	away.	Rest	implausible	comma	long
18	13	<eos>	End	implausible	comma	long
19	0	As	Start	plausible	nocomma	long
19	1	the	the1	plausible	nocomma	long
19	2	artist	NP1	plausible	nocomma	long
19	3	paints	VP1	plausible	nocomma	long
19	4	the	the2	plausible	nocomma	long
19	5	picture	NP2	plausible	nocomma	long
19	6	of	Ext	plausible	nocomma	long
19	7	the	Ext	plausible	nocomma	long
19	8	roses	Ext	plausible	nocomma	long
19	9	pleases	VP2	plausible	nocomma	long
19	10	all	Rest	plausible	nocomma	long
19	11	the	Rest	plausible	nocomma	long
19	12	critics	Rest	plausible	nocomma	long
19	13	greatly.	Rest	plausible	nocomma	long
19	14	<eos>	End	plausible	nocomma	long
19	0	As	Start	implausible	nocomma	long
19	1	the	the1	implausible	nocomma	long
19	2	artist	NP1	implausible	nocomma	long
19	3	sings	VP1	implausible	nocomma	long
19	4	the	the2	implausible	nocomma	long
19	5	picture	NP2	implausible	nocomma	long
19	6	of	Ext	implausible	nocomma	long
19	7	the	Ext	implausible	nocomma	long
19	8	roses	Ext	implausible	nocomma	long
19	9	pleases	VP2	implausible	nocomma	long
19	10	all	Rest	implausible	nocomma	long
19	11	the	Rest	implausible	nocomma	long
19	12	critics	Rest	implausible	nocomma	long
19	13	greatly.	Rest	implausible	nocomma	long
19	14	<eos>	End	implausible	nocomma	long
19	0	As	Start	plausible	comma	long
19	1	the	the1	plausible	comma	long
19	2	artist	NP1	plausible	comma	long
19	3	paints,	VP1	plausible	comma	long
19	4	the	the2	plausible	comma	long
19	5	picture	NP2	plausible	comma	long
19	6	of	Ext	plausible	comma	long
19	7	the	Ext	plausible	comma	long
19	8	roses	Ext	plausible	comma	long
19	9	pleases	VP2	plausible	comma	long
19	10	all	Rest	plausible	comma	long
19	11	the	Rest	plausible	comma	long
19	12	critics	Rest	plausible	comma	long
19	13	greatly.	Rest	plausible	comma	long
19	14	<eos>	End	plausible	comma	long
19	0	As	Start	implausible	comma	long
19	1	the	the1	implausible	comma	long
19	2	artist	NP1	implausible	comma	long
19	3	sings,	VP1	implausible	comma	long
19	4	the	the2	implausible	comma	long
19	5	picture	NP2	implausible	comma	long
19	6	of	Ext	implausible	comma	long
19	7	the	Ext	implausible	comma	long
19	8	roses	Ext	implausible	comma	long
19	9	pleases	VP2	implausible	comma	long
19	10	all	Rest	implausible	comma	long
19	11	the	Rest	implausible	comma	long
19	12	critics	Rest	implausible	comma	long
19	13	greatly.	Rest	implausible	comma	long
19	14	<eos>	End	implausible	comma	long
20	0	When	Start	plausible	nocomma	long
20	1	the	the1	plausible	nocomma	long
20	2	artist	NP1	plausible	nocomma	long
20	3	sang	VP1	plausible	nocomma	long
20	4	the	the2	plausible	nocomma	long
20	5	song	NP2	plausible	nocomma	long
20	6	about	Ext	plausible	nocomma	long
20	7	young	Ext	plausible	nocomma	long
20	8	love	Ext	plausible	nocomma	long
20	9	annoyed	VP2	plausible	nocomma	long
20	10	quite	Rest	plausible	nocomma	long
20	11	a	Rest	plausible	nocomma	long
20	12	few	Rest	plausible	nocomma	long
20	13	people.	Rest	plausible	nocomma	long
20	14	<eos>	End	plausible	nocomma	long
20	0	When	Start	implausible	nocomma	long
20	1	the	the1	implausible	nocomma	long
20	2	artist	NP1	implausible	nocomma	long
20	3	painted	VP1	implausible	nocomma	long
20	4	the	the2	implausible	nocomma	long
20	5	song	NP2	implausible	nocomma	long
20	6	about	Ext	implausible	nocomma	long
20	7	young	Ext	implausible	nocomma	long
20	8	love	Ext	implausible	nocomma	long
20	9	annoyed	VP2	implausible	nocomma	long
20	10	quite	Rest	implausible	nocomma	long
20	11	a	Rest	implausible	nocomma	long
20	12	few	Rest	implausible	nocomma	long
20	13	people.	Rest	implausible	nocomma	long
20	14	<eos>	End	implausible	nocomma	long
20	0	When	Start	plausible	comma	long
20	1	the	the1	plausible	comma	long
20	2	artist	NP1	plausible	comma	long
20	3	sang,	VP1	plausible	comma	long
20	4	the	the2	plausible	comma	long
20	5	song	NP2	plausible	comma	long
20	6	about	Ext	plausible	comma	long
20	7	young	Ext	plausible	comma	long
20	8	love	Ext	plausible	comma	long
20	9	annoyed	VP2	plausible	comma	long
20	10	quite	Rest	plausible	comma	long
20	11	a	Rest	plausible	comma	long
20	12	few	Rest	plausible	comma	long
20	13	people.	Rest	plausible	comma	long
20	14	<eos>	End	plausible	comma	long
20	0	When	Start	implausible	comma	long
20	1	the	the1	implausible	comma	long
20	2	artist	NP1	implausible	comma	long
20	3	painted,	VP1	implausible	comma	long
20	4	the	the2	implausible	comma	long
20	5	song	NP2	implausible	comma	long
20	6	about	Ext	implausible	comma	long
20	7	young	Ext	implausible	comma	long
20	8	love	Ext	implausible	comma	long
20	9	annoyed	VP2	implausible	comma	long
20	10	quite	Rest	implausible	comma	long
20	11	a	Rest	implausible	comma	long
20	12	few	Rest	implausible	comma	long
20	13	people.	Rest	implausible	comma	long
20	14	<eos>	End	implausible	comma	long
21	0	As	Start	plausible	nocomma	long
21	1	the	the1	plausible	nocomma	long
21	2	carpenter	NP1	plausible	nocomma	long
21	3	questions	VP1	plausible	nocomma	long
21	4	the	the2	plausible	nocomma	long
21	5	actor	NP2	plausible	nocomma	long
21	6	that	Ext	plausible	nocomma	long
21	7	came	Ext	plausible	nocomma	long
21	8	in	Ext	plausible	nocomma	long
21	9	speaks	VP2	plausible	nocomma	long
21	10	very	Rest	plausible	nocomma	long
21	11	quietly.	Rest	plausible	nocomma	long
21	12	<eos>	End	plausible	nocomma	long
21	0	As	Start	implausible	nocomma	long
21	1	the	the1	implausible	nocomma	long
21	2	carpenter	NP1	implausible	nocomma	long
21	3	builds	VP1	implausible	nocomma	long
21	4	the	the2	implausible	nocomma	long
21	5	actor	NP2	implausible	nocomma	long
21	6	that	Ext	implausible	nocomma	long
21	7	came	Ext	implausible	nocomma	long
21	8	in	Ext	implausible	nocomma	long
21	9	speaks	VP2	implausible	nocomma	long
21	10	very	Rest	implausible	nocomma	long
21	11	quietly.	Rest	implausible	nocomma	long
21	12	<eos>	End	implausible	nocomma	long
21	0	As	Start	plausible	comma	long
21	1	the	the1	plausible	comma	long
21	2	carpenter	NP1	plausible	comma	long
21	3	questions,	VP1	plausible	comma	long
21	4	the	the2	plausible	comma	long
21	5	actor	NP2	plausible	comma	long
21	6	that	Ext	plausible	comma	long
21	7	came	Ext	plausible	comma	long
21	8	in	Ext	plausible	comma	long
21	9	speaks	VP2	plausible	comma	long
21	10	very	Rest	plausible	comma	long
21	11	quietly.	Rest	plausible	comma	long
21	12	<eos>	End	plausible	comma	long
21	0	As	Start	implausible	comma	long
21	1	the	the1	implausible	comma	long
21	2	carpenter	NP1	implausible	comma	long
21	3	builds,	VP1	implausible	comma	long
21	4	the	the2	implausible	comma	long
21	5	actor	NP2	implausible	comma	long
21	6	that	Ext	implausible	comma	long
21	7	came	Ext	implausible	comma	long
21	8	in	Ext	implausible	comma	long
21	9	speaks	VP2	implausible	comma	long
21	10	very	Rest	implausible	comma	long
21	11	quietly.	Rest	implausible	comma	long
21	12	<eos>	End	implausible	comma	long
22	0	As	Start	plausible	nocomma	long
22	1	the	the1	plausible	nocomma	long
22	2	carpenter	NP1	plausible	nocomma	long
22	3	builds	VP1	plausible	nocomma	long
22	4	the	the2	plausible	nocomma	long
22	5	table	NP2	plausible	nocomma	long
22	6	that	Ext	plausible	nocomma	long
22	7	sloped	Ext	plausible	nocomma	long
22	8	breaks	VP2	plausible	nocomma	long
22	9	in	Rest	plausible	nocomma	long
22	10	the	Rest	plausible	nocomma	long
22	11	middle.	Rest	plausible	nocomma	long
22	12	<eos>	End	plausible	nocomma	long
22	0	As	Start	implausible	nocomma	long
22	1	the	the1	implausible	nocomma	long
22	2	carpenter	NP1	implausible	nocomma	long
22	3	questions	VP1	implausible	nocomma	long
22	4	the	the2	implausible	nocomma	long
22	5	table	NP2	implausible	nocomma	long
22	6	that	Ext	implausible	nocomma	long
22	7	sloped	Ext	implausible	nocomma	long
22	8	breaks	VP2	implausible	nocomma	long
22	9	in	Rest	implausible	nocomma	long
22	10	the	Rest	implausible	nocomma	long
22	11	middle.	Rest	implausible	nocomma	long
22	12	<eos>	End	implausible	nocomma	long
22	0	As	Start	plausible	comma	long
22	1	the	the1	plausible	comma	long
22	2	carpenter	NP1	plausible	comma	long
22	3	builds,	VP1	plausible	comma	long
22	4	the	the2	plausible	comma	long
22	5	table	NP2	plausible	comma	long
22	6	that	Ext	plausible	comma	long
22	7	sloped	Ext	plausible	comma	long
22	8	breaks	VP2	plausible	comma	long
22	9	in	Rest	plausible	comma	long
22	10	the	Rest	plausible	comma	long
22	11	middle.	Rest	plausible	comma	long
22	12	<eos>	End	plausible	comma	long
22	0	As	Start	implausible	comma	long
22	1	the	the1	implausible	comma	long
22	2	carpenter	NP1	implausible	comma	long
22	3	questions,	VP1	implausible	comma	long
22	4	the	the2	implausible	comma	long
22	5	table	NP2	implausible	comma	long
22	6	that	Ext	implausible	comma	long
22	7	sloped	Ext	implausible	comma	long
22	8	breaks	VP2	implausible	comma	long
22	9	in	Rest	implausible	comma	long
22	10	the	Rest	implausible	comma	long
22	11	middle.	Rest	implausible	comma	long
22	12	<eos>	End	implausible	comma	long
23	0	When	Start	plausible	nocomma	long
23	1	the	the1	plausible	nocomma	long
23	2	ambassador	NP1	plausible	nocomma	long
23	3	negotiated	VP1	plausible	nocomma	long
23	4	the	the2	plausible	nocomma	long
23	5	treaty	NP2	plausible	nocomma	long
23	6	about	Ext	plausible	nocomma	long
23	7	arms	Ext	plausible	nocomma	long
23	8	upset	VP2	plausible	nocomma	long
23	9	many	Rest	plausible	nocomma	long
23	10	of	Rest	plausible	nocomma	long
23	11	the	Rest	plausible	nocomma	long
23	12	civilians.	Rest	plausible	nocomma	long
23	13	<eos>	End	plausible	nocomma	long
23	0	When	Start	implausible	nocomma	long
23	1	the	the1	implausible	nocomma	long
23	2	ambassador	NP1	implausible	nocomma	long
23	3	visited	VP1	implausible	nocomma	long
23	4	the	the2	implausible	nocomma	long
23	5	treaty	NP2	implausible	nocomma	long
23	6	about	Ext	implausible	nocomma	long
23	7	arms	Ext	implausible	nocomma	long
23	8	upset	VP2	implausible	nocomma	long
23	9	many	Rest	implausible	nocomma	long
23	10	of	Rest	implausible	nocomma	long
23	11	the	Rest	implausible	nocomma	long
23	12	civilians.	Rest	implausible	nocomma	long
23	13	<eos>	End	implausible	nocomma	long
23	0	When	Start	plausible	comma	long
23	1	the	the1	plausible	comma	long
23	2	ambassador	NP1	plausible	comma	long
23	3	negotiated,	VP1	plausible	comma	long
23	4	the	the2	plausible	comma	long
23	5	treaty	NP2	plausible	comma	long
23	6	about	Ext	plausible	comma	long
23	7	arms	Ext	plausible	comma	long
23	8	upset	VP2	plausible	comma	long
23	9	many	Rest	plausible	comma	long
23	10	of	Rest	plausible	comma	long
23	11	the	Rest	plausible	comma	long
23	12	civilians.	Rest	plausible	comma	long
23	13	<eos>	End	plausible	comma	long
23	0	When	Start	implausible	comma	long
23	1	the	the1	implausible	comma	long
23	2	ambassador	NP1	implausible	comma	long
23	3	visited,	VP1	implausible	comma	long
23	4	the	the2	implausible	comma	long
23	5	treaty	NP2	implausible	comma	long
23	6	about	Ext	implausible	comma	long
23	7	arms	Ext	implausible	comma	long
23	8	upset	VP2	implausible	comma	long
23	9	many	Rest	implausible	comma	long
23	10	of	Rest	implausible	comma	long
23	11	the	Rest	implausible	comma	long
23	12	civilians.	Rest	implausible	comma	long
23	13	<eos>	End	implausible	comma	long
24	0	As	Start	plausible	nocomma	long
24	1	the	the1	plausible	nocomma	long
24	2	ambassador	NP1	plausible	nocomma	long
24	3	visited	VP1	plausible	nocomma	long
24	4	the	the2	plausible	nocomma	long
24	5	village	NP2	plausible	nocomma	long
24	6	that	Ext	plausible	nocomma	long
24	7	burned	Ext	plausible	nocomma	long
24	8	asked	VP2	plausible	nocomma	long
24	9	the	Rest	plausible	nocomma	long
24	10	government	Rest	plausible	nocomma	long
24	11	for	Rest	plausible	nocomma	long
24	12	help.	Rest	plausible	nocomma	long
24	13	<eos>	End	plausible	nocomma	long
24	0	As	Start	implausible	nocomma	long
24	1	the	the1	implausible	nocomma	long
24	2	ambassador	NP1	implausible	nocomma	long
24	3	negotiated	VP1	implausible	nocomma	long
24	4	the	the2	implausible	nocomma	long
24	5	village	NP2	implausible	nocomma	long
24	6	that	Ext	implausible	nocomma	long
24	7	burned	Ext	implausible	nocomma	long
24	8	asked	VP2	implausible	nocomma	long
24	9	the	Rest	implausible	nocomma	long
24	10	government	Rest	implausible	nocomma	long
24	11	for	Rest	implausible	nocomma	long
24	12	help.	Rest	implausible	nocomma	long
24	13	<eos>	End	implausible	nocomma	long
24	0	As	Start	plausible	comma	long
24	1	the	the1	plausible	comma	long
24	2	ambassador	NP1	plausible	comma	long
24	3	visited,	VP1	plausible	comma	long
24	4	the	the2	plausible	comma	long
24	5	village	NP2	plausible	comma	long
24	6	that	Ext	plausible	comma	long
24	7	burned	Ext	plausible	comma	long
24	8	asked	VP2	plausible	comma	long
24	9	the	Rest	plausible	comma	long
24	10	government	Rest	plausible	comma	long
24	11	for	Rest	plausible	comma	long
24	12	help.	Rest	plausible	comma	long
24	13	<eos>	End	plausible	comma	long
24	0	As	Start	implausible	comma	long
24	1	the	the1	implausible	comma	long
24	2	ambassador	NP1	implausible	comma	long
24	3	negotiated,	VP1	implausible	comma	long
24	4	the	the2	implausible	comma	long
24	5	village	NP2	implausible	comma	long
24	6	that	Ext	implausible	comma	long
24	7	burned	Ext	implausible	comma	long
